Cluster = 0
Cluster = 1
Genus: oxytropis 	 NumberInCluster: 4 	 PercentageInCluster: 0.060606
Genus: taxodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: prescotia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cynodon 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: pedilanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: agalinis 	 NumberInCluster: 5 	 PercentageInCluster: 0.119048
Genus: rhizophora 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: samanea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: trichostigma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: styrax 	 NumberInCluster: 5 	 PercentageInCluster: 0.500000
Cluster = 5
Genus: blennosperma 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: senna 	 NumberInCluster: 3 	 PercentageInCluster: 0.058824
Genus: senecio 	 NumberInCluster: 13 	 PercentageInCluster: 0.151163
Genus: boykinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: dodecahema 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: fagonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: pittosporum 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: schinus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: dendromecon 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: eriophyllum 	 NumberInCluster: 20 	 PercentageInCluster: 0.740741
Genus: delosperma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: trichophorum 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: lithophragma 	 NumberInCluster: 9 	 PercentageInCluster: 0.692308
Genus: triteleia 	 NumberInCluster: 20 	 PercentageInCluster: 0.769231
Genus: corymbia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: dalea 	 NumberInCluster: 2 	 PercentageInCluster: 0.022472
Genus: arctotheca 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hypericum 	 NumberInCluster: 3 	 PercentageInCluster: 0.044776
Genus: melampodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: rorippa 	 NumberInCluster: 3 	 PercentageInCluster: 0.069767
Genus: viscum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: geranium 	 NumberInCluster: 8 	 PercentageInCluster: 0.142857
Genus: velezia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: myrica 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: festuca 	 NumberInCluster: 5 	 PercentageInCluster: 0.080645
Genus: bellardia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hydrocotyle 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: lavatera 	 NumberInCluster: 6 	 PercentageInCluster: 0.750000
Genus: linanthus 	 NumberInCluster: 10 	 PercentageInCluster: 0.500000
Genus: symphoricarpos 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: goodmania 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: astragalus 	 NumberInCluster: 121 	 PercentageInCluster: 0.196748
Genus: verbena 	 NumberInCluster: 3 	 PercentageInCluster: 0.054545
Genus: carlquistia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cucumis 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: aponogeton 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: puccinellia 	 NumberInCluster: 2 	 PercentageInCluster: 0.052632
Genus: mesembryanthemum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: aspidotis 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: oncosiphon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: piperia 	 NumberInCluster: 5 	 PercentageInCluster: 0.416667
Genus: mucronea 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: malosma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: isoetes 	 NumberInCluster: 1 	 PercentageInCluster: 0.018868
Genus: lepidium 	 NumberInCluster: 16 	 PercentageInCluster: 0.168421
Genus: escallonia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: asparagus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: tuctoria 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: agoseris 	 NumberInCluster: 3 	 PercentageInCluster: 0.136364
Genus: narthecium 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: bryonia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: penstemon 	 NumberInCluster: 64 	 PercentageInCluster: 0.164948
Genus: lomatium 	 NumberInCluster: 31 	 PercentageInCluster: 0.274336
Genus: cleomella 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: tripterocalyx 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: monolopia 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: turricula 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: polygala 	 NumberInCluster: 6 	 PercentageInCluster: 0.075000
Genus: limnophila 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: herniaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: lamiastrum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: smelowskia 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: bursera 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: rytidosperma 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: crypsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: elyhordeum 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: chrysolepis 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: aeonium 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: downingia 	 NumberInCluster: 13 	 PercentageInCluster: 0.590909
Genus: comarostaphylis 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: asyneuma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: phacelia 	 NumberInCluster: 74 	 PercentageInCluster: 0.328889
Genus: baccharis 	 NumberInCluster: 6 	 PercentageInCluster: 0.240000
Genus: argythamnia 	 NumberInCluster: 3 	 PercentageInCluster: 0.125000
Genus: leonotis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: scrophularia 	 NumberInCluster: 7 	 PercentageInCluster: 0.333333
Genus: constancea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lythrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: oxystylis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: trillium 	 NumberInCluster: 5 	 PercentageInCluster: 0.104167
Genus: aristotelia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: legousia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: karroochloa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: echinocereus 	 NumberInCluster: 4 	 PercentageInCluster: 0.070175
Genus: maytenus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: limnanthes 	 NumberInCluster: 20 	 PercentageInCluster: 0.909091
Genus: platanthera 	 NumberInCluster: 1 	 PercentageInCluster: 0.017544
Genus: drosera 	 NumberInCluster: 2 	 PercentageInCluster: 0.111111
Genus: bauhinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: gentianopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: bensoniella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: diplacus 	 NumberInCluster: 14 	 PercentageInCluster: 1.000000
Genus: sedum 	 NumberInCluster: 20 	 PercentageInCluster: 0.277778
Genus: cornus 	 NumberInCluster: 2 	 PercentageInCluster: 0.076923
Genus: hesperolinon 	 NumberInCluster: 12 	 PercentageInCluster: 0.923077
Genus: calochortus 	 NumberInCluster: 49 	 PercentageInCluster: 0.628205
Genus: scutellaria 	 NumberInCluster: 7 	 PercentageInCluster: 0.092105
Genus: delphinium 	 NumberInCluster: 48 	 PercentageInCluster: 0.452830
Genus: ziziphus 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: pickeringia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: limnobium 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: quercus 	 NumberInCluster: 43 	 PercentageInCluster: 0.186957
Genus: avena 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: ivesia 	 NumberInCluster: 23 	 PercentageInCluster: 0.534884
Genus: mentzelia 	 NumberInCluster: 13 	 PercentageInCluster: 0.147727
Genus: lagophylla 	 NumberInCluster: 4 	 PercentageInCluster: 0.666667
Genus: eriogonum 	 NumberInCluster: 151 	 PercentageInCluster: 0.346330
Genus: benitoa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cryptantha 	 NumberInCluster: 34 	 PercentageInCluster: 0.242857
Genus: petalonyx 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: arctostaphylos 	 NumberInCluster: 105 	 PercentageInCluster: 0.897436
Genus: marina 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: aralia 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: bromus 	 NumberInCluster: 7 	 PercentageInCluster: 0.102941
Genus: heliotropium 	 NumberInCluster: 1 	 PercentageInCluster: 0.029412
Genus: avicennia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: iliamna 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: brandegea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: osteospermum 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: moraea 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: enemion 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: polypogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: stanleya 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: howelliella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hemizonia 	 NumberInCluster: 14 	 PercentageInCluster: 1.000000
Genus: osmorhiza 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: cupressus 	 NumberInCluster: 11 	 PercentageInCluster: 0.785714
Genus: gazania 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: populus 	 NumberInCluster: 1 	 PercentageInCluster: 0.033333
Genus: ptilagrostis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: eucephalus 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: lastarriaea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: chaenactis 	 NumberInCluster: 13 	 PercentageInCluster: 0.500000
Genus: draperia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cissus 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: styrax 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: larrea 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: sequoia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: olneya 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: parkinsonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: cirsium 	 NumberInCluster: 21 	 PercentageInCluster: 0.189189
Genus: cynoglossum 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: deinandra 	 NumberInCluster: 16 	 PercentageInCluster: 1.000000
Genus: apium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: syntrichopappus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: agrostis 	 NumberInCluster: 8 	 PercentageInCluster: 0.242424
Genus: symphyotrichum 	 NumberInCluster: 6 	 PercentageInCluster: 0.040816
Genus: lobelia 	 NumberInCluster: 3 	 PercentageInCluster: 0.040000
Genus: olea 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: horkeliella 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: holocarpha 	 NumberInCluster: 8 	 PercentageInCluster: 1.000000
Genus: chamaesyce 	 NumberInCluster: 9 	 PercentageInCluster: 0.075630
Genus: cinna 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: neogaerrhinum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: tolpis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pentachaeta 	 NumberInCluster: 8 	 PercentageInCluster: 1.000000
Genus: xylorhiza 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: pseudognaphalium 	 NumberInCluster: 6 	 PercentageInCluster: 0.181818
Genus: phalacroseris 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: datura 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: frangula 	 NumberInCluster: 10 	 PercentageInCluster: 0.454545
Genus: grindelia 	 NumberInCluster: 10 	 PercentageInCluster: 0.181818
Genus: tetracoccus 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: agnorhiza 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: halimium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: neostapfia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: crassula 	 NumberInCluster: 4 	 PercentageInCluster: 0.266667
Genus: aphanisma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: glossopetalon 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: phalaris 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: arthrocnemum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dicentra 	 NumberInCluster: 3 	 PercentageInCluster: 0.333333
Genus: aristocapsa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: mahonia 	 NumberInCluster: 5 	 PercentageInCluster: 0.384615
Genus: acalypha 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: marah 	 NumberInCluster: 9 	 PercentageInCluster: 0.818182
Genus: wigandia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: pseudocydonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: teesdalia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: pistacia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: heteranthemis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: antennaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.035088
Genus: collinsia 	 NumberInCluster: 25 	 PercentageInCluster: 0.735294
Genus: echinochloa 	 NumberInCluster: 2 	 PercentageInCluster: 0.111111
Genus: vicia 	 NumberInCluster: 4 	 PercentageInCluster: 0.086957
Genus: hyparrhenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cyanopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: picea 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: condalia 	 NumberInCluster: 2 	 PercentageInCluster: 0.166667
Genus: achnatherum 	 NumberInCluster: 8 	 PercentageInCluster: 0.195122
Genus: hieracium 	 NumberInCluster: 3 	 PercentageInCluster: 0.037037
Genus: primula 	 NumberInCluster: 1 	 PercentageInCluster: 0.034483
Genus: libertia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: gratiola 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: cordylanthus 	 NumberInCluster: 29 	 PercentageInCluster: 0.659091
Genus: muhlenbergia 	 NumberInCluster: 3 	 PercentageInCluster: 0.042857
Genus: achyrachaena 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: palafoxia 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: scirpus 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: rupertia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: polypodium 	 NumberInCluster: 2 	 PercentageInCluster: 0.105263
Genus: ephedra 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: minuartia 	 NumberInCluster: 8 	 PercentageInCluster: 0.190476
Genus: umbellularia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: encelia 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: galenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: ammoselinum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: ruta 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: petrorhagia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: nemacaulis 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: jarava 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: oxalis 	 NumberInCluster: 7 	 PercentageInCluster: 0.179487
Genus: scopulophila 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: laurus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pediomelum 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: gambelia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: parentucellia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cerastium 	 NumberInCluster: 1 	 PercentageInCluster: 0.022222
Genus: sanicula 	 NumberInCluster: 9 	 PercentageInCluster: 0.346154
Genus: stanfordia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: corydalis 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: navarretia 	 NumberInCluster: 40 	 PercentageInCluster: 0.740741
Genus: pteryxia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: podistera 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: erysimum 	 NumberInCluster: 15 	 PercentageInCluster: 0.416667
Genus: nemophila 	 NumberInCluster: 9 	 PercentageInCluster: 0.450000
Genus: pseudorontium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lampranthus 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: onopordum 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: draba 	 NumberInCluster: 20 	 PercentageInCluster: 0.134228
Genus: parietaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: nama 	 NumberInCluster: 5 	 PercentageInCluster: 0.178571
Genus: pellaea 	 NumberInCluster: 3 	 PercentageInCluster: 0.120000
Genus: swallenia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: helianthella 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: claytonia 	 NumberInCluster: 10 	 PercentageInCluster: 0.178571
Genus: ptelea 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: cestrum 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: odontostomum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: blepharizonia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: gladiolus 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: clintonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: lilium 	 NumberInCluster: 19 	 PercentageInCluster: 0.431818
Genus: heteromeles 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: campanula 	 NumberInCluster: 7 	 PercentageInCluster: 0.200000
Genus: amberboa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: centromadia 	 NumberInCluster: 7 	 PercentageInCluster: 0.700000
Genus: arenaria 	 NumberInCluster: 7 	 PercentageInCluster: 0.116667
Genus: cusickiella 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: alisma 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: leptosiphon 	 NumberInCluster: 25 	 PercentageInCluster: 0.609756
Genus: apiastrum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ribes 	 NumberInCluster: 37 	 PercentageInCluster: 0.385417
Genus: scoliopus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: leymus 	 NumberInCluster: 4 	 PercentageInCluster: 0.173913
Genus: tonestus 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: torreyochloa 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: hesperoyucca 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: rhodanthe 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: narcissus 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: chrysothamnus 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: panicum 	 NumberInCluster: 3 	 PercentageInCluster: 0.036585
Genus: acanthomintha 	 NumberInCluster: 6 	 PercentageInCluster: 1.000000
Genus: gaudinia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: boschniakia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cheilanthes 	 NumberInCluster: 7 	 PercentageInCluster: 0.212121
Genus: endolepis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: euphorbia 	 NumberInCluster: 6 	 PercentageInCluster: 0.068182
Genus: saxifraga 	 NumberInCluster: 5 	 PercentageInCluster: 0.044643
Genus: escobaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: romanzoffia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: phoradendron 	 NumberInCluster: 3 	 PercentageInCluster: 0.120000
Genus: parapholis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: fraxinus 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: sphaeralcea 	 NumberInCluster: 5 	 PercentageInCluster: 0.106383
Genus: prosartes 	 NumberInCluster: 3 	 PercentageInCluster: 0.333333
Genus: pyracantha 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: eucnide 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cuscuta 	 NumberInCluster: 10 	 PercentageInCluster: 0.133333
Genus: calystegia 	 NumberInCluster: 34 	 PercentageInCluster: 0.618182
