Cluster = 0
Cluster = 1
Genus: photinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: phlox 	 NumberInCluster: 7 	 PercentageInCluster: 0.046053
Genus: lonicera 	 NumberInCluster: 6 	 PercentageInCluster: 0.115385
Genus: solidago 	 NumberInCluster: 4 	 PercentageInCluster: 0.027778
Genus: haloragis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rhus 	 NumberInCluster: 3 	 PercentageInCluster: 0.100000
Genus: phlomis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: tetradymia 	 NumberInCluster: 5 	 PercentageInCluster: 0.416667
Genus: myoporum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: abies 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: mantisalca 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hackelia 	 NumberInCluster: 9 	 PercentageInCluster: 0.214286
Genus: aloe 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: arnica 	 NumberInCluster: 6 	 PercentageInCluster: 0.133333
Genus: acrachne 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: jensia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: simmondsia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dithyrea 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: aliciella 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: romneya 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: mirabilis 	 NumberInCluster: 7 	 PercentageInCluster: 0.189189
Genus: veronica 	 NumberInCluster: 1 	 PercentageInCluster: 0.022727
Genus: iva 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: synthyris 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: opuntia 	 NumberInCluster: 12 	 PercentageInCluster: 0.160000
Genus: perityle 	 NumberInCluster: 6 	 PercentageInCluster: 0.125000
Genus: perideridia 	 NumberInCluster: 11 	 PercentageInCluster: 0.578947
Genus: arabis 	 NumberInCluster: 40 	 PercentageInCluster: 0.273973
Genus: nitrophila 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: juncus 	 NumberInCluster: 19 	 PercentageInCluster: 0.111765
Genus: cotoneaster 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: galium 	 NumberInCluster: 73 	 PercentageInCluster: 0.459119
Genus: adenophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: geraea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: sairocarpus 	 NumberInCluster: 10 	 PercentageInCluster: 0.833333
Genus: bombycilaena 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: wyethia 	 NumberInCluster: 4 	 PercentageInCluster: 0.400000
Genus: trichocoronis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: dichelostemma 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: ibicella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: clinopodium 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: polygonum 	 NumberInCluster: 9 	 PercentageInCluster: 0.084906
Genus: vancouveria 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: asclepias 	 NumberInCluster: 12 	 PercentageInCluster: 0.131868
Genus: helianthus 	 NumberInCluster: 5 	 PercentageInCluster: 0.061728
Genus: viola 	 NumberInCluster: 26 	 PercentageInCluster: 0.144444
Genus: eugenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.028571
Genus: cycladenia 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: suaeda 	 NumberInCluster: 3 	 PercentageInCluster: 0.176471
Genus: rudbeckia 	 NumberInCluster: 3 	 PercentageInCluster: 0.073171
Genus: torreya 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: fortunella 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: nassella 	 NumberInCluster: 5 	 PercentageInCluster: 0.500000
Genus: phytolacca 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: pectocarya 	 NumberInCluster: 4 	 PercentageInCluster: 0.444444
Genus: eriastrum 	 NumberInCluster: 16 	 PercentageInCluster: 0.695652
Genus: physocarpus 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: gutierrezia 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: ehrendorferia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: logfia 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: coptis 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: washingtonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: eucalyptus 	 NumberInCluster: 10 	 PercentageInCluster: 0.294118
Genus: bacopa 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: parnassia 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: gilia 	 NumberInCluster: 51 	 PercentageInCluster: 0.698630
Genus: ionopsidium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: psorothamnus 	 NumberInCluster: 9 	 PercentageInCluster: 0.473684
Genus: hesperocnide 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: calycanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: coprosma 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: celtis 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: balsamorhiza 	 NumberInCluster: 4 	 PercentageInCluster: 0.166667
Genus: blepharipappus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: ageratina 	 NumberInCluster: 2 	 PercentageInCluster: 0.100000
Genus: emmenanthe 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: hollisteria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lessingia 	 NumberInCluster: 27 	 PercentageInCluster: 1.000000
Genus: hainardia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: philadelphus 	 NumberInCluster: 8 	 PercentageInCluster: 0.228571
Genus: asarum 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: allium 	 NumberInCluster: 56 	 PercentageInCluster: 0.378378
Genus: horkelia 	 NumberInCluster: 29 	 PercentageInCluster: 0.783784
Genus: ceanothus 	 NumberInCluster: 68 	 PercentageInCluster: 0.800000
Genus: potentilla 	 NumberInCluster: 16 	 PercentageInCluster: 0.119403
Genus: cytisus 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: sisymbrium 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: eastwoodia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cistus 	 NumberInCluster: 7 	 PercentageInCluster: 1.000000
Genus: hymenothrix 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: buddleja 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: eremochloa 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: piptochaetium 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: pulicaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: pycnanthemum 	 NumberInCluster: 1 	 PercentageInCluster: 0.040000
Genus: oryctes 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lepidospartum 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: cleome 	 NumberInCluster: 2 	 PercentageInCluster: 0.100000
Genus: boerhavia 	 NumberInCluster: 2 	 PercentageInCluster: 0.105263
Genus: cotyledon 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: mohavea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: dedeckera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tamarix 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: thermopsis 	 NumberInCluster: 7 	 PercentageInCluster: 0.411765
Genus: alopecurus 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: lyonothamnus 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: noccaea 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: osmadenia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ranunculus 	 NumberInCluster: 10 	 PercentageInCluster: 0.070922
Genus: monardella 	 NumberInCluster: 52 	 PercentageInCluster: 0.896552
Genus: erechtites 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: lilaeopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: stylomecon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: nothocalais 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: lathyrus 	 NumberInCluster: 22 	 PercentageInCluster: 0.289474
Genus: eschscholzia 	 NumberInCluster: 11 	 PercentageInCluster: 0.647059
Genus: erythronium 	 NumberInCluster: 15 	 PercentageInCluster: 0.441176
Genus: pyrrocoma 	 NumberInCluster: 7 	 PercentageInCluster: 0.212121
Genus: alyssum 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: micropus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: mimulus 	 NumberInCluster: 71 	 PercentageInCluster: 0.628319
Genus: coronilla 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: linaria 	 NumberInCluster: 4 	 PercentageInCluster: 0.235294
Genus: commelina 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: melica 	 NumberInCluster: 8 	 PercentageInCluster: 0.285714
Genus: heterotheca 	 NumberInCluster: 17 	 PercentageInCluster: 0.354167
Genus: elatine 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: nicotiana 	 NumberInCluster: 4 	 PercentageInCluster: 0.190476
Genus: cicendia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pholisma 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: ligusticum 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: orochaenactis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: euonymus 	 NumberInCluster: 1 	 PercentageInCluster: 0.043478
Genus: caulanthus 	 NumberInCluster: 15 	 PercentageInCluster: 0.681818
Genus: juniperus 	 NumberInCluster: 2 	 PercentageInCluster: 0.083333
Genus: salix 	 NumberInCluster: 5 	 PercentageInCluster: 0.029762
Genus: abronia 	 NumberInCluster: 10 	 PercentageInCluster: 0.344828
Genus: oreostemma 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: najas 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: myosurus 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: prosopis 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: coreopsis 	 NumberInCluster: 9 	 PercentageInCluster: 0.195652
Genus: platystigma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pholistoma 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: sidalcea 	 NumberInCluster: 42 	 PercentageInCluster: 0.656250
Genus: parishella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: platanus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: thysanolaena 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: isocoma 	 NumberInCluster: 9 	 PercentageInCluster: 0.500000
Genus: berberis 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: clematis 	 NumberInCluster: 4 	 PercentageInCluster: 0.075472
Genus: cypripedium 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: helianthemum 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: cistanthe 	 NumberInCluster: 8 	 PercentageInCluster: 0.470588
Genus: lycium 	 NumberInCluster: 9 	 PercentageInCluster: 0.250000
Genus: verbascum 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: asplenium 	 NumberInCluster: 1 	 PercentageInCluster: 0.009901
Genus: kumlienia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: poa 	 NumberInCluster: 13 	 PercentageInCluster: 0.125000
Genus: keckiella 	 NumberInCluster: 14 	 PercentageInCluster: 0.933333
Genus: eucrypta 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: twisselmannia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: machaeranthera 	 NumberInCluster: 6 	 PercentageInCluster: 0.122449
Genus: achillea 	 NumberInCluster: 3 	 PercentageInCluster: 0.136364
Genus: veratrum 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: aegilops 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: chloris 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: lasthenia 	 NumberInCluster: 17 	 PercentageInCluster: 0.772727
Genus: anisocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: smilax 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: centaurium 	 NumberInCluster: 6 	 PercentageInCluster: 0.272727
Genus: baileya 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: matricaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: pelargonium 	 NumberInCluster: 9 	 PercentageInCluster: 0.692308
Genus: iris 	 NumberInCluster: 23 	 PercentageInCluster: 0.353846
Genus: chamaecyparis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: camissonia 	 NumberInCluster: 51 	 PercentageInCluster: 0.515152
Genus: conicosia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: paronychia 	 NumberInCluster: 3 	 PercentageInCluster: 0.066667
Genus: loeseliastrum 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: agave 	 NumberInCluster: 7 	 PercentageInCluster: 0.159091
Genus: vesicarpa 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: myosotis 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: rhynchospora 	 NumberInCluster: 2 	 PercentageInCluster: 0.019231
Genus: castilleja 	 NumberInCluster: 47 	 PercentageInCluster: 0.291925
Genus: lithospermum 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: adolphia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: muehlenbeckia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: ambrosia 	 NumberInCluster: 4 	 PercentageInCluster: 0.133333
Genus: anagallis 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: phyllodoce 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: triantha 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: legenere 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: oxytheca 	 NumberInCluster: 9 	 PercentageInCluster: 0.818182
Genus: malva 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: meconella 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: ampelodesmos 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cutandia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: fuchsia 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: ornithostaphylos 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eriocaulon 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: carthamus 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: elymus 	 NumberInCluster: 5 	 PercentageInCluster: 0.075758
Genus: abutilon 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: genista 	 NumberInCluster: 6 	 PercentageInCluster: 0.857143
Genus: cylindropuntia 	 NumberInCluster: 13 	 PercentageInCluster: 0.333333
Genus: nothoscordum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: tropidocarpum 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: streptanthus 	 NumberInCluster: 46 	 PercentageInCluster: 0.730159
Genus: ottelia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: scorzonera 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: torilis 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: cotula 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: eriodictyon 	 NumberInCluster: 11 	 PercentageInCluster: 0.916667
Genus: pleuropogon 	 NumberInCluster: 4 	 PercentageInCluster: 0.571429
Genus: ceratonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: gunnera 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: artemisia 	 NumberInCluster: 6 	 PercentageInCluster: 0.059406
Genus: pityopus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: layia 	 NumberInCluster: 14 	 PercentageInCluster: 0.875000
Genus: stillingia 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: croton 	 NumberInCluster: 2 	 PercentageInCluster: 0.031746
Genus: acamptopappus 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: otholobium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thelypodium 	 NumberInCluster: 6 	 PercentageInCluster: 0.214286
Genus: cyperus 	 NumberInCluster: 2 	 PercentageInCluster: 0.013793
Genus: erica 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: venegasia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: malephora 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: halimodendron 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: acanthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: amphibromus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: pseudotsuga 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: sisyrinchium 	 NumberInCluster: 3 	 PercentageInCluster: 0.066667
Genus: scribneria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: limonium 	 NumberInCluster: 7 	 PercentageInCluster: 0.636364
Genus: stellaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.022222
Genus: arctomecon 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: acer 	 NumberInCluster: 2 	 PercentageInCluster: 0.050000
Genus: acacia 	 NumberInCluster: 15 	 PercentageInCluster: 0.283019
Genus: githopsis 	 NumberInCluster: 12 	 PercentageInCluster: 0.923077
Genus: sibaropsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: angelica 	 NumberInCluster: 6 	 PercentageInCluster: 0.240000
Genus: oryza 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: gayophytum 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: triphysaria 	 NumberInCluster: 8 	 PercentageInCluster: 0.888889
Genus: johanneshowellia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thelypteris 	 NumberInCluster: 2 	 PercentageInCluster: 0.026667
Genus: zigadenus 	 NumberInCluster: 6 	 PercentageInCluster: 0.300000
Genus: hecastocleis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: garrya 	 NumberInCluster: 5 	 PercentageInCluster: 0.454545
Genus: lupinus 	 NumberInCluster: 151 	 PercentageInCluster: 0.441520
Genus: adenostoma 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: pogogyne 	 NumberInCluster: 10 	 PercentageInCluster: 1.000000
Genus: hordeum 	 NumberInCluster: 4 	 PercentageInCluster: 0.210526
Genus: amblyopappus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: phoenix 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: leptospermum 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: packera 	 NumberInCluster: 10 	 PercentageInCluster: 0.147059
Genus: cneoridium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: leycesteria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pinus 	 NumberInCluster: 18 	 PercentageInCluster: 0.250000
Genus: aristolochia 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: matelea 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: aconitum 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: saltugilia 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: wislizenia 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: eryngium 	 NumberInCluster: 13 	 PercentageInCluster: 0.317073
Genus: tribolium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: stephanomeria 	 NumberInCluster: 8 	 PercentageInCluster: 0.296296
Genus: cynodon 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: luzula 	 NumberInCluster: 2 	 PercentageInCluster: 0.045455
Genus: malperia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: muilla 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: styrax 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Cluster = 5
Genus: ocimum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: senna 	 NumberInCluster: 6 	 PercentageInCluster: 0.117647
Genus: senecio 	 NumberInCluster: 3 	 PercentageInCluster: 0.034884
Genus: pilosocereus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: callisia 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: achyranthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: ochrosia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: pavonia 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: eriophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 0.037037
Genus: vernonia 	 NumberInCluster: 3 	 PercentageInCluster: 0.081081
Genus: solenostemon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cardiospermum 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: piscidia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: ctenitis 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: sabatia 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
